,Accident ID,Event Type,Industry Type,Accident Title,Start Date,Finish Date,Accident Description,Causes of the accident,Consequences,Emergency response,Lesson Learned
959,447,Major Accident,General chemicals manufacture (not otherwise specified int the list),Release of hydrogen chloride due to reaction of water with trichloro (methyl) silane  stored in a drum,1994-06-02 00:00:00,1994-06-03 00:00:00,19 persons were intoxicatedmixture of water and trichloro (methyl) silane,operation error,Release of hydrogen chloride and intoxication of 19 personsAffected Area: installationAffected Area: establishmentAffected Area: off-site: localConsequences - Ecological harm - pollution/contamination/damage of :       Ecological component: residential area (covered by toxic cloud) - Affected Yes, Establishment of a safety zone. Monitoring of the reaction. Hospitalisation of the affected persons.,Measures to prevent recurrence: information to the users on the hazards related to such chemical products.
960,422,Major Accident,Petrochemical / Oil Refineries,Destruction of a tank caused by the overfilling of hydrocarbons,1988-12-25 03:00:00,1988-12-25 00:00:00,"SAFETY SYSTEMS OR OPERATORS INTERVENTION:
The high level alarm (set at 21.5m) did not intervened.

ACCIDENT CASE HISTORY DESCRIPTION:
The atmospheric tank T-837, storing atmospheric residue, was completely destroyed by a vertical fracture on 6 (out of the 10) plates of the shell. The fracture was from the lower side of the shell towards to its higher and then continued horizontally from a side to the other. The bottom ruptured in the transition zone of the welding to the shell. The wave of the escaping liquid from storage tank T-837 destroyed the nearby tanks T-827 and T-836 (with the same capacity of tank T-837 but filled with atmospheric residue only at a level of 1m [about 600 m3]). Besides, the tank T-826, storing 10,000 m3 of liquid and located in  the same basin with the three others, was seriously damaged. Spilled hydrocarbons overflowed the tanks dike and spread over an area of 8 hectares (80,000 m2) causing the rupture of many pipes (in heavy residue, steam and gasoil service) and the displacement without rupture of pipes in gas service (two of ethylene, one of vinyl chloride), but no fire developped.","CAUSES:The causes of the accident have not yet been clarified. The hypotheses that have been excluded during the investigations were:- operator error (taking into account the examination of the instrument registrations);- massive evaporation of water that could have been used erroneously instead of the cooling oil in the tank;- explosion even if nobody inside or outside the establishment heard the noise of an explosion;- terrorist attack.The hypotheses remained under investigation were:- malfunction of the atmospheric distillation column causing the production of an atmospheric residue with a density different from that of the product already stored, causing stratification and subsequent roll-over;- rupture of the shell due to an excessive hydrostatic pressure caused by overfilling (by about 2m above the normal high operating level [19.6m]).","MATERIAL LOSS:Two storage tanks were destroyed and one damaged by the wave of the escaping liquid from the tank fractured. Besides, spilled hydrocarbons overflowed the tanks dike and spread over an area of 8 hectares (80,000 m2) causing the rupture of many pipes (in heavy residue, steam and gasoil service) and the displacement without rupture of pipes in gas service (two of ethylene, one of vinyl chloride). No data are available about the cost of the material losses.Ecological harm - Remarks: A floating barrier was put up in order to prevent the pollution of the pond of the locality of Berre and therefore no significant ecological harms occurred.Affected Area: installationAffected Area: establishment","INTERNAL TO THE ESTABLISHMENT:Activation of the Internal Emergency Plan and diversion of the released atmospheric residue to the storm water basin.EXTERNAL TO THE ESTABLISHMENT:A floating barrier was put up in order to prevent the pollution of the pond of the locality of Berre (not occurred).No emergency measures are still required, neither on-site nor off-site (code 7703).","Measures to prevent recurrence: A similar accident happened on January 2, 1988 in the oil storage plant of Ashland, Florette Pennsylvania in the United States of America. The conclusions of these two accidents should be examined together.Measures to mitigate consequences: This accident had been taken into account in the Emergency Plan."
961,726,Major Accident,General chemicals manufacture (not otherwise specified int the list),Toxic cloud from the leakage of fuming sulphuric acid (oleum),1991-05-25 20:00:00,1991-05-25 00:00:00,A leakage of fuming sulphuric acid from a 16 m3 capacity depot located in a basement occurred. The released fuming sulphuric acid evaporated forming a toxic cloud.,"CAUSES:
The causes of the leakage of fuming sulphuric acid in the depot have not been fully identified.","OTHER:No material losses occurred except the escaped oleum.COMMUNITY DISRUPTION:Various roads were interrupted outside the establishment. As a precautionary way, a restaurant was evacuated. Population of Lantaron was warned to stay indoors. The accident had an impact on the public.Affected Area: installationAffected Area: establishment","EXTERNAL TO THE ESTABLISHMENT:Various roads were interrupted outside the establishment. As a precautionary way, a restaurant was evacuated. Population of Lantaron was warned to stay indoors.DECONTAMINATION:The remaining acid was transferred to another tank whilst the released product was absorbed and collected into a concrete basin.No emergency measures are still required,neither on-site nor off-site (code 7703).","MEASURES TO PREVENT ANY RECURRENCE OF SIMILAR ACCIDENTS:
The decision for a probable abandonment of the ""Oleum"" process was discussing when the Original report was prepared."
962,647,Major Accident,General chemicals manufacture (not otherwise specified int the list),Release of nitrous gases caused by an incomplete acid tank emptying,1993-05-13 10:00:00,1993-05-13 00:00:00,"During the chemical disposal of the standing-idle part of the sulpho-unit a tank containing 11 t of an acid mixture was emptied by aspiration. In the tank remained a residue quantity of about 600 l. The complete discharge did not succeed, since the corresponding workmen were charged to dismount the pipings of the external tank measurement points. Due to a light gas release revealed during the piping dismounting these measurement points were cleaned by a water tube to eliminate the acid residues and dirt. Washing water reached the acid mixture storage tank through the overflow pipe of these external measurement points. Due to the uncontrolled emission of water in the tank with acid mixture there was a release of nitrous gases.",not given,not given,"Internal to the establishment:The fire brigade was immediately informed. The tank was cooled by water, the nitrogen oxide was condensed by water screen.External to the establishmentThe near companies were warned, the population was informed.","Complete disconnection of measurement containers, intermediate containers and tanks; detailed instruction of the  workers employed in the reconstruction."
963,644,Major Accident,General chemicals manufacture (not otherwise specified int the list),Explosion in a epichlorhydine reactor due to failure of the cooling system,1983-08-06 00:00:00,1983-08-06 00:00:00,"ACCIDENT CASE HISTORY DESCRIPTION:
Probably because of the failure of the cooling system of the epichlorhydrine reactor, the polymerization heat (not removed) caused a pressure increase and an explosion inside the vessel and afterwards a fire. The plant was destroyed. The fire threatened the safety of storage tanks containing ethylene oxide and trimethylamine, as well as the nearby plants. The population was alerted.","CAUSES:
Probably because of the failure of the cooling system of the epichlorhydrine reactor, the polymerization heat (not removed) caused a pressure increase that led to an explosion inside the vessel. The underlying causes that led to the accident were, both, inadequate process analysis (code 5307) and system design (code 5308)."," EFFECTS ON PEOPLE:
Inside the establishment 1 person was injured (and hospitalized) by the
explosion.
MATERIAL LOSS:
The epichlorhydrine production plant was completely destroyed. Outside
the establishment the windows' glasses of the nearby houses were
ruptured due to the shock wave generated by the explosion. No data are
available about the cost of the material damages.
The main problem after the incident were the large amounts of white
asbestos scattered around and outside the establishment. Sufficiently
protected fire brigade personnel took care of the removal of the
asbestos on the days immediately after the explosion.(1) the fire water
was contaminated with gasoline due to violation of procedures
(back-flow through a nose, connecting a hydrant and a drum) (2) no
safety advicxe during contract negotiations for renting the mobile
pumpThe Internal Emergency Plan was activated (code 7100). Gaz de
France put in operation the safety resources (personnel and materials
[code 7201]) available at Beynes (Yvelines). The release was halted
with the assistance of a specialized contractor (code 7205) called in
by the manufacturer, who covered the escape source with sludge and
brought the bar to its original position by increasing the loading on
it (code 7501). The External Emergency Plan was activated and the
Authorities were alerted (code 7200). The Fire Brigade was mobilized
but its intervention was not necessary (code 7201). The Police (code
7203) kept curious people away at a safe distance of 300m (code 7207).
COMMUNITY DISRUPTION:
Outside the establishment the windows' glasses of the nearby houses
were ruptured due to the shock wave generated by the explosion.No emergency measures are still required, neither on-site nor off-site
(code 7703).
Ecological harm - Remarks: In the Original Report there is no evidence of significant ecological harms.Disruption of community life - Precipitation fog: Outside the establishment, the windows' glasses of the nearby houses were ruptured due to the shock wave generated by the explosion. The population was alerted.Affected Area: installationAffected Area: establishmentAffected Area: off-site: local","INTERNAL TO THE ESTABLISHMENT:
The internal alarm was sounded and the fire brigade intervened on-site.
As the fire was threatening the safety of storage tanks containing
ethylene oxide and trimethylamine, as well as the nearby plants, fire
brigade avoided the propagation of fire to them.
EXTERNAL TO THE ESTABLISHMENT:
The population was alerted.No emergency measures are still required, neither on-site nor off-site (code 7703).","MEASURES TO PREVENT ANY RECURRENCE OF SIMILAR ACCIDENTS:
After the accident, an inspection of the plants by a team of experts was decided."
964,705,Major Accident,General chemicals manufacture (not otherwise specified int the list),Explosion and fire and in a pentaerythritol-production plant,2006-09-12 07:51:00,2006-09-12 00:00:00,"Explosion and fire and in a Pentaerythrite (CAS 115-77-5). -production plant with one fatality and two injured persons as well as 1.000.000 EURO (one million) material damage.Three workers were appointed to open the manhole of one of the three chambers of a silos for inspection. The manhole is located at the bottom part of the silos. The workers used steel wrencheslevers to unbolt the eyebolts of the hinged manhole cover and to open it then outwards.Some product (Pentaerythrite) fell on the ground when the manhole cover was opened taking fire and eventually causing a first explosion. As a consequence further product slid down from the silo, and was dispersed in the air by the ventilators placed under the silo, the air Pentaerythrite mixture ignited explosively (dust explosion).The product released from the silo was either constituted by residues adhering on the silos walls or residues accumulated on the manhole cover before opening.During the occurrence one worker was injured fatally and two injured worker needed stationary treatment.The triggering event of the accident was the release of Pentaerythrite from the manhole of the silos, which was opened for inspection. The dust ignited at an up to now unidentified ignition source.","Triggering event/accident dynamics: The triggering event of the accident was a release of Pentaerythrite from the manhole of the silos, which was opened for inspection works. The dust was ignited by a ignition source which has still not been determined.","Material damage onsite: 
The control room and the process control system room were completely burnt out
The (three chamber) silos was affected by thermal irradiation and has probably to be substituted.
Steel structures in vicinity of the silos

One worker was injured fatally and two injured worker had to be treated stationary due to the occurrence.

","The fire safety system inside the silos and around it bases on the principle to avoid ignition sources. The complete interior is certified for the use in Zone 20. The area below the silos up to 5 m from any dust source is certified zone 22.Emergency measures, protective measures:Immediate alert of the onsite fire brigade and the public fire brigade over the fire alarming system.Assistance request to other emergency response organisations (Emergency Response Services, and Red Cross)Evacuation of all personnel onsite (company personnel and external contractors personnel)Information to the publicInformation to the competent authoritiesEnvironmental damage repaired:Onsite retention of the extinguishing water in the sewage system of the installation and temporary storage in tank cars. Protective measures by external emergency response services:Fire extinguishing operationscooling of neighbouring equipment.","Measures to avoid recurrence:
Assessment of the existing safety concept and improvement/changes in case of need
"
965,37,Major Accident,Petrochemical / Oil Refineries,Releas of hydrofluoric acid during maintenance in a alkylation unit,2002-11-10 16:00:00,2002-11-10 16:01:00,"The alkylation unit was going into shut down. Two contractors were fixing a copper tube to a T-piece of a drain. During the work they turned the T-piece over 90°. Due to this fact a valve on the T-piece was opened and an amount of HF was released. One of the contractors was very seriously wounded, while the other person was only lightly wounded.","Because the alkylation unit was shut down, the biggest equipment was already emptied and the installation was cleaned with nitrogen. Then it was decided to drain the unit to remove all fluids left. The drain consisted of two valves and a blind flange. The blind flange was removed and replaced by a T-piece consisting of a manometer and a small valve. The T-piece was mounted in a horizontal way. A permit was written for two contractors to add a copper tube to the small valve on the T-piece. Because it was not easy to work with the T-piece mounted horizontally they decided to rotate the T-piece. While rotating the piece, the handle of the small valve touched a pipeline and the valve opened and 360ml HF was released. This amount of HF was situated between the two large valves and the small valve on the T-piece.","One of the contractors was very seriously injured. His eyes, nose and mouth were burned and he inhalated HF fumes, which caused internal injuries. The second person only had small injuries around his mouth. ",On-site the victim was given an antidotum (calciumgluconate) and an ambulance brought both victims to a hospital specialised in treating burn injuries. ,"Not allowed to make changes on the systems of the refinery. The T-piece on the drain was a temporary piece only
installed for the shutdown. There was no standard in the company to which
temporary pieces had to comply. The T-piece used screw thread which made it
possible to turn the T-piece. The accident showed that a standard for temporary
pieces must be drawn up. In the company it was seen as normal that the manual
valves in the line on which the T-piece was fitted had a small internal leak.
So in the work permit protective clothing should have been specified for
working on this line since they should have anticipated that HF would build up
between the fixed (leaking) valves and the quarter turn valve on the temporary
T-piece. A Quarter turn valve is easily manipulated accidently, certainly while
doing mechanical work in the immediate vicinity. "
966,46,Major Accident,"Production and storage of pesticides, biocides, fungicides",Fish mortality caused by release of insecticide to a river,2007-07-31 00:00:00,2007-07-31 00:00:00,"Process description :1)&nbsp;&nbsp;&nbsp; Insecticide formulation.Raw substances are mixed in a mix tank. After mixing, the final product is temporary stored in a tank. 2) &nbsp; &nbsp;Packaging&nbsp;of the insecticide.The final product is pumped from the temporary storage to the packaging unit. In this unit the insecticide is packed into bottles or cans.","Accident scenario and primary causes :Origins of the accident : industrial waste water with too high concentration of pesticides flew into the river Meuse.&nbsp; Quantity released during the 31th July 2007: ~ 68kg of Chlorpyriphos and ~12 kg of Cypermethrin.Consequence:&nbsp; minimal estimation of fish mortality is 10 to 12 tonnes.Causes : Insecticide release occurred during transfer between temporary storage and packaging unit.This transfer is made with several pipes equipped with manual valves. Depending on their positions, product transfer from temporary storage is made to one of the packaging units. Probably inadvertently, one of the valves was not completely closed on Monday 30th July. During pesticide transfer, a dash of product flowed through a flexible that was suspended above the collection system for waste water. Because of this, no odour and no leaking has been detected at the workplace.&nbsp; Activated carbon filters were rapidly saturated with the pollutants load in used waters. Waste water was not sufficiently purified before release into the river Meuse. Secondary causes :

&nbsp;The person in charge of packaging had noted that 800 litres of product were lacking compared to the client's order. But he didn't imagine that was due to a release. As there is a lack of communication between formulation and packaging teams, the operator assumed that there was less product formulated and he must take the balance from reserve storage.
A homogenisation bowl for waste water is placed after purifying unit; but was bypassed due to works on it.
The TCO meter used to control the quality of waste water before release should have raised an alarm. But this TCO meter was out of order at the time of the accident (capillarity supply was obstructed) and the company did not realize it.
",Consequence : minimal estimation of fish mortality is 10 to 12 tonnes.Affected Area: Affected Area: off-site: localAffected Area: Affected Area: off-site: regionalEcological component: marine or fresh water habitat - Affected Yes,No emergency response,"Actions imposed :

The company must nominate one person who is responsible for waste water management and for compliance of release limits for industrial waste water.
The homogenisation bowl has to be started again immediately.
The company must organize an internal audit about waste water purification.
Measure devices (TCO meters) must be maintained periodically following a defined procedure. An alarm should be raised not only at too high values but also in case of failure (values abnormally low). In case of alarm the purification unit and release into Meuse has to be stopped.
A continuous measurement of waste water quality must be installed.
An electronic transfer of TCO values will be installed between the company and the Environmental Police. In case of river pollution, the Environmental Police will see immediately the data of the purification unit from CHIMAC SA.
Installation of a TCO meter before purification. Knowing the purification capacity of carbon filters, this TCO meter can be used to verify if the pollutant load can be purified.

Complementary actions :
8.&nbsp; &nbsp;A better communication must be established between production units in order to detect anomalies in the pesticide transfer as fast as possible.
Lessons learnedA pesticide production company contains permanent ecological risks. The least lack of vigilance can have very high consequences. There is a need of clear and precise internal procedures. Operators must be perfectly trained and made aware of existing risks. "
967,743,Major Accident,Petrochemical / Oil Refineries,Explosion at refinery,2003-08-14 08:15:00,2003-08-14 14:00:00,"In the days prior to the accident, the light gas stream sent from the fluid catalytic cracking (FCC) unit to the storage tank (2178 C) included various liquid gases (butane and other light hydrocarbons). The debutanizing column (C-43) should have extracted these gases, which are commonly found in the gas stream in order for them to undergo treatment. Due to insufficient temperature and pressure in this unit, extraction did not occur. The gases accumulated in the petrol tank (2178 C) forming a pocket that spread outside the recipient until an ignition source set off a gas blast. The explosion occured at 8:15 am and displaced the tank's floating roof (2178 C) and began the combustion of the gasoline contained within it (2 400 m3). The fire spread to the other gasoline tanks housed in the same area (C 2) as well as to the outer lying installations. In total, seven storage tanks (8 600 m3 of petrol) were affected, and it took over 48 hours to extinguish the fires. As a result, nine plant workers were killed, and there was serious material damage.","Based on the report issued by the competent authority for industry and work, the major causes have been identified as follows:    Incomplete risk analysis, which did not allow the consequences to be known beforehand of placing a product with a high gas content in an atmospheric tank, which was by its nature unsuitable for such use.   Inadequate everyday work procedures in the FCC unit.   High levels of gas stored in the tanker, which led to the displacement of the tanker's floating roof.    Late detection which allowed the gases to accumulate. Also, a power cut left without power to the collection in which occurred the explosion. Since then, despite the recovery of energy and return to operation, the unit was not yet well balanced. Hence, for a few days occurs the accumulation of gases detached unit (butane and other lighter hydrocarbons) which, in contact with a hot spot, caused its explosion.",Nine workers died. One worker was injured. Nine emergency workers injured. Serious material damage to the industrial plant: storage tanks in the C-2 area and surrounding area. Windows and false roofs in various plant buildings were smashed. ,"Emergency measures: On site:drenching systems (water sprays, monitors, etc.). Inerting systems (foam). Alarms/sirens. Internal emergency teams. External fire fighting services. External ambulances. Off site: Voluntary organisations. Police service. Traffic control. Information to population. Monitoring environmental parameters. Numbers invovled: Around 188 firemen, 36 vehicles against fires, 11 ambulances, 4 helicopters of the health service, 77 members of the security forces. ",The comparative analysis carried out by well-respected companies specialising in the design and construction of FCC installations concludes that control systems and additional safety features other than those used in the this industrial plant do not exist. It is necessary to amend the procedures manual for setting up and managing a FCC unit.
968,778,Other Event,General chemicals manufacture (not otherwise specified int the list),Explosion in a chemical mixed,1997-08-21 15:30:00,1997-08-21 17:30:00,Explosion in a chemical mixed.,"The cause is not known with certainty.Hypotheses: high outside temperature; accumulation of product dust in the mixed; mechanical friction, role of an additive (perfume)...", 17 people were taken to hospital for examination - 1 remained until the next day because of breathing difficulties and superficial eye burns; formation of a white cloud of smoke and of a fine white dust was distributed in and around the establishment; 5000 m2 of cabbage fields around were slightly burnt.Affected Area: installationAffected Area: establishmentAffected Area: off-site: local,"On the instructions of the operator, the firemen did not use water.  A 50 litre barrel of the product was taken out of the building.Official action taken - legal action: Required to get the appropriate permission for his operations; required to produce a safety study.",Know better the chemical behaviour of the mixture.
969,461,Major Accident,Processing of metals,"Leakage of the water cooling circuit of a melted steel furnace, with consequent explosion",1995-10-17 00:00:00,1995-10-17 00:00:00,Explosion of water getting in contact with melted steel and projection of the metal.The furnace was in the end phase of the founding process when the founding metal started to boil and some metal was projected at a distance of 1 meter around the equipment. The wall of the furnace was pierced where the copper pipe was pierced. The instructions on the minimal thickness of the refractory coating to be respected were not appropriate.,The refractory coating covering the internal wall of the furnace was used up. The copper pipe which assures the cooling of the furnace by water circulation was pierced. The instructions on the minimal thickness of the refractory coating to be respected were not appropriate.,The furnace is damaged. There are no other consequences on persons or the environmentAffected Area: installation,"no information is givenOfficial action taken - legal action: investigation concerning the omitted accident report, a risk assessment of the installation is requested","The company must acquire more experience, risk assessment required."
970,748,Major Accident,Plastic and rubber manufacture,Gas cloud release of vinyl chloride monomer,1996-08-26 11:18:00,1996-08-26 11:25:00,The release of vinyl chloride monomer. The chemical is defined extremely high flammable. The amount which was released was 4 tons.Gas cloud dispersed towards thinly populated area. In the distance of 4.3 km the concentration of VCM was about 20 ppm.,"The trip (interlocking) system controlling reactors did not work.Two batches were started at the same time.&nbsp; As this was noticed, the shut down procedure was not committed in spite instructions","Toxic cloud spread into the vicinity of the plant.People - Remarks: Alarm was given and people went inside, so they were not exposured to the VCM gas.Discussion of consequences: There was a danger that the gas cloud would ignite.  Fortunately conditions were such that the ignition did not happen.  The gas cloud was dispersed  to the distance of 4.3 km from the factory. Nobody was exposed  to high concentrations of vinyl chloride gas.Affected Area: installationAffected Area: establishmentAffected Area: off-site: localConsequences - Ecological harm - pollution/contamination/damage of:       Ecological component: residential area (covered by toxic cloud) - Affected Yes",The reactor room and the nearby office was evacuated. Fire brigade gave alarm.Official action taken: The company was required to inform authorities  on the accidentDiscussion about response: The operators should be trained in order to understand both normal and abnormal conditions in the process control.,Measures to prevent recurrence: The interlocking  in the process control system  will be modified so that  the charging of two reactors will not be possible  at the same time.  Relief vent system must be planned so that dimensions of the relief vent is large enough.Measures to mitigate consequences: Relief valves will be modified so that gas flows through cyclones or collecting system before dispersing out.Useful references: DIERS-system for specifying size of vents.&nbsp;
971,258,Major Accident,General chemicals manufacture (not otherwise specified int the list),Release of nitrous gases into the atmosphere from a nitric acid plant due to opening of a safety valve,1990-11-22 00:00:00,1990-11-22 00:00:00,"On 22 11 90 at about 11.00 the opening of a safety valve at DSM's nitric acid plants caused release of a certain amount of nitrous gases into the atmosphere. This emission did not endanger the environment as was subsequently confirmed by the measured values. Nevertheless, the Limburg Region (Belgium) was greatly alarmed by this accident. BRT and Limburg Broadcasting Stations advised the population to stay indoor and to keep windows and doors closed until further notice. These instructions are in-line with the regulations in force and are directly resulting from the information provided by DSM to the Regional Alarm Centers: ""gas leaks that may endanger the population"".This communication immediately triggered the application of a civil defence program. DSM should said instead ""gas leak without risk for the population. The regional fire brigade in The Netherlands soon became aware that the population on the Dutch side of the frontier was not alarmed. The Limburg Region in Belgium had meanwhile started its civil defence program that could not be interrupted. A crisis-center was organized in Hasselt were they preferred a certainty to an uncertainty. ADSM expert was called in for scientific measurements of the air but no measured value indicated an increased nitrous gas concentration at living level. At about 4.00 p.m. all special warnings for the population were cancelled. DSM received scores of telephone calls from citizens who had been alarmed by the radio broadcast. No mention was made of any damage to persons or property.",It was found that the accident was due to faulty operation of a safety equipment (safety valve). Built in safety was triggered too soon due to defective auxiliary control. 100% fail-safe operation cannot be achieved in practice.,No mention was made of any damage to persons or properties. The emission of nitrous gases did not endanger the environment as it was subsequently confirmed by the measurement values. DSM calculated the spreading hazard for various zones based upon the expected concentration rate. Measurements confirmed these calculated values (0.5-ppm at living level). In the accident about 500 kg was released into the atmosphere in about 2.5 minutes which is actually the maximum permissible emission before the safety device is triggered.,"- Information by DSM to the Regional Alarm Centres: ""Gas leaks that may endanger the&nbsp;&nbsp; population""- Triggering of the application of civil defence program- Dutch defence program did not alarm Dutch population- the near Belgian/Limburg Region started civil defence program that could not be&nbsp; interrupted- Crisis center organized in Hasselt- No indication (measured values) of increased nitrous gases at living level- at 4.00 p.m all warnings cancellation","DMG disassembled the auxiliary control system and the plant operates at a lower pressure. A coupled safety system (interlock) was chosen for the future, because it will automatically trim combustion as soon as the safety device is triggered; blow-down time is thus shortened to about 30 seconds. It should be determined how to report in writing such events to the Province Authorities. It was agreed that the Belgian Authorities would be as soon as possible informed about any unusual events that might lead to trouble, harmful effects or danger in Belgian border region. Prompter information should also timely be given to the province and nearby municipalities. The Authorities will also timely be informed in an explanatory CCo about the DSM protection program to be implemented in case of accidents."
972,1292,Major Accident,Processing of metals using electrolytic or chemical processes,Fire and substance release in a surface treatment plant,2021-09-15 11:15:00,2021-09-15 11:40:00,"While re-filling a treatment basin, an exothermic reaction took place which was followed by a fire.
An adjacent basin was filled with a treatment solution (approx. 1,000 litres in volume) containing the same amount of input substance. The solution is classified as H1 ‘acute toxic’. The basin was damaged by the heat of the fire.
Plant equipment such as PVC pipes were also damaged by the fire.
Safety measures:The fire alarm system in the affected area was triggered and the on-site fire brigade was alerted. At the same time, an evacuation alarm was sounded manually.The on-site fire brigade arrived immediately and initiated firefighting measures in line with the alarm and fire brigade route map.","The input substances (sodium hydroxide (NaOH), metal surface treatment agent, sodium cyanide (NaCN)) were added to the basin in the above order while small amounts of residual rinsing water were still present in the basin.The work instructions in force were therefore not adhered to.This led to an exothermic reaction (heat of dilution) of the NaOH with the residual rinsing water.Because of the layering of the substances added, sufficient heat removal was not possible. An isolated heat island below the NaCN led to the ignition/decomposition of the metal surface treatment agent.Planned simultaneous addition of more de-mineralised water to fill the basin (which, through heat removal, would have prevented a reaction between the NaOH and the residual rinsing water up to ignition point) was not possible because of a defective solenoid valve.
Operating staff deviated from the predefined work instructions in order to make it more feasible to add solids to the basin filled with de-mineralised water and to prevent the vat contents from splashing because of the partially clumped NaCN.","Production facilities:Total loss of production facilities in the fire area.
Building:Total loss of building technology in the fire area.Severe impact on the remaining production facilities and the building, including building technology, due to extremely corrosive smoke.Damage to production facilities and infrastructure due to smoke and heat.","Evacuation of buildings concerned.Staff informed and windows closed.
Firefighting by the fire brigade.The fire was successfully extinguished with CO2 fire extinguishers.
The fire did not pose a threat to groundwater. Entry of substances into the sewage system can likewise be excluded (no use of water); the liquids discharged from the vats were collected within the plant.
Professional fire brigade ready on site (deployment was not necessary).The professional fire brigade’s environmental measurement service was deployed in the residential area around the operating zone.","The workability of all procedures for filling treatment vats in which multiple input substances are used has been checked. Any detected shortcomings in their safe and workable implementation have been eliminated via technical or organisational measures. These include upgrading manual valves for the supply of de-mineralised water, provision of equipment to improve ergonomics and handling of work equipment and substances, and introducing checklists for operating staff in order to safeguard procedures.All corresponding processes then underwent clearance.
A standard for the technical design of basin-filling devices has been defined and implemented.Staff in the production and planning departments have been trained.The measures taken by the operator to secure vat contents and the processes and rules implemented at the company have been verified by external experts approved under Section&nbsp;29b of the Federal Immission Control Act (BImSchG).The potential minor improvements identified have been implemented / are being implemented.
Substances were not dispensed in the order provided for in the existing written work instructions. The result was an exothermic reaction. This shows how important it is to regularly and exhaustively communicate and supervise adherence to work instructions.
The use of a CO2 fire extinguisher (foam extinguishers were available as well) caused a reaction with the NaCN, generating toxic HCN (hydrogen cyanide).This shows that it is necessary to better prepare staff for handling operational malfunctions."
973,331,Major Accident,Processing of metals,Explosion caused by ignition in the electrofilter of a processing of metal plant,1991-04-17 00:00:00,1991-04-17 00:00:00,ACCIDENT CASE HISTORY DESCRIPTION:An experimental run to exclude the flammable part of the convert gas had just been finished and the unit was shut down but following a faulty procedure (the turn-off was carried out in a wrong order). The unit was then used for normal operation and had just been started when an ignition in the electrofilter caused an explosion. This caused a short circuit of the wire connecting gas cooler and E-filter and the upper part of the gas cooler was torn off by the explosion.,"CAUSES:The immediate cause has been identified as faulty operation in the shut-down procedure of the experimental run. The shut-down of the unit did not occur in the right order and, due to the lack of an interlocking device, vacuum occurred when the unit was start-up. Air was sucked in through the waterlock- underpressure safety device to the gas cooler and the wet electrofilter, resulting in an explosion.","MATERIAL LOSS:The explosion caused extensive damages to the plant and, outside the establishment, the windows breakage up to 50 metres from the installation. No data are available about the cost of the material damages.COMMUNITY DISRUPTION:The explosion caused the windows breakage up to 50 metres from the installation.People - Remarks: No people were injured during the accident.Ecological harm - Remarks: In the Original Report there is no evidence of significant ecological harms.Disruption of community life: The explosion caused the windows breakage up to 50 metres from the installation.Affected Area: installationAffected Area: establishmentAffected Area: off-site: local","No emergency measures were necessary, neither on-site nor off-site (code 7703). No emergency measures are still required, neither on-site nor off-site (code 7703).",MEASURES TO PREVENT ANY RECURRENCE OF SIMILAR ACCIDENTS:After the accident the following measures were established:1- insurance against faulty operation through interlocking device;2- to improve the techniques for measurement and control to avoid formation of low pressure.
